a,b,aw,bw,dr
Aurochs,Bronze Dragon Wyrmling,7,2,0
Aurochs,Black Dragon Wyrmling,8,1,0
Aurochs,Cave Bear,4,5,0
Aurochs,Carrion Crawler,5,4,0
Aurochs,Duergar Hammerer,4,5,0
Aurochs,Centaur,4,5,0
Aurochs,Duergar Kavalrachni,7,2,0
Balhannoth,Froghemoth,0,9,0
Balhannoth,Stone Golem,0,9,0
Balhannoth,Young Gold Dragon,0,9,0
Balhannoth,Hungry Sorrowsworn,0,9,0
Balhannoth,Spirit Troll,0,9,0
Balhannoth,Roc,0,9,0
Banderhobb,Shadow Demon,6,3,0
Banderhobb,Orc War Chief,9,0,0
Banderhobb,Ogre Battering Ram,8,1,0
Banderhobb,Wereboar,8,1,0
Banderhobb,Stegosaurus,2,7,0
Banderhobb,Weretiger,8,1,0
Banderhobb,Brontosaurus,0,9,0
Banderhobb,Bulette,1,8,0
Banderhobb,Earth Elemental,0,9,0
Banderhobb,Flesh Golem,3,6,0
Banderhobb,Gladiator,2,7,0
Banderhobb,Fire Elemental,2,7,0
Banderhobb,Giant Crocodile,0,9,0
Banderhobb,Giant Shark,9,0,0
Baphomet,Ancient Black Dragon,0,9,0
Baphomet,Ancient Copper Dragon,9,0,0
Baphomet,Molydeus,5,4,0
Baphomet,Ancient Bronze Dragon,2,7,0
Baphomet,Ancient Blue Dragon,0,9,0
Baphomet,Ancient Silver Dragon,1,8,0
Baphomet,Ancient Gold Dragon,0,9,0
Baphomet,Orcus,3,6,0
Berbalang,Stone Cursed,7,2,0
Berbalang,Thorny Vegepygmy,7,2,0
Berbalang,Swarm of Quippers,7,2,0
Berbalang,Thri-kreen,7,2,0
Berbalang,Tiger,8,1,0
Berbalang,Ankheg,4,5,0
Berbalang,Awakened Tree,4,5,0
Berbalang,Azer,5,4,0
Berbalang,Allosaurus,4,5,0
Berbalang,Berserker,6,3,0
Berbalang,Bronze Dragon Wyrmling,8,1,0
Berbalang,Black Dragon Wyrmling,8,1,0
Berbalang,Carrion Crawler,2,7,0
Berbalang,Cave Bear,4,5,0
Berbalang,Duergar Hammerer,6,3,0
Berbalang,Centaur,6,3,0
Berbalang,Duergar Kavalrachni,6,3,0
Berbalang,Duergar Stone Guard,6,3,0
Baphomet,Solar,0,9,0
Black Abishai,Invisible Stalker,8,1,0
Black Abishai,Mammoth,5,4,0
Black Abishai,White Abishai,7,2,0
Black Abishai,Mouth of Grolantor,9,0,0
Black Abishai,Blue Slaad,1,8,0
Black Abishai,Wyvern,6,3,0
Black Abishai,Young Brass Dragon,4,5,0
Black Abishai,Earth Elemental Myrmidon,1,8,0
Black Abishai,Fire Elemental Myrmidon,3,6,0
Black Abishai,Giant Ape,0,9,0
Black Abishai,Lost Sorrowsworn,9,0,0
Black Abishai,Grick Alpha,4,5,0
Black Abishai,Maurezhi,5,4,0
Black Abishai,Shield Guardian,0,9,0
Black Abishai,Shadar-kai Shadow Dancer,7,2,0
Black Abishai,Stone Giant,1,8,0
Boggle,Lizard,9,0,0
Boggle,Octopus,9,0,0
Boggle,Myconid Sprout,8,1,0
Boggle,Owl,9,0,0
Boggle,Quipper,9,0,0
Boggle,Rat,9,0,0
Boggle,Sacred Statue,0,9,0
Boggle,Raven,9,0,0
Boggle,Scorpion,8,1,0
Boggle,Sea Horse,9,0,0
Boggle,Shrieker,9,0,0
Boggle,Spider,9,0,0
Boggle,Vulture,8,1,0
Boggle,Weasel,9,0,0
Boggle,Camel,5,4,0
Boggle,Blood Hawk,5,4,0
Boggle,Bandit,2,7,0
Boggle,Dolphin,2,7,0
Boggle,Giant Rat,5,4,0
Boggle,Giant Crab,2,7,0
Boggle,Flying Snake,3,6,0
Boggle,Guard,1,8,0
Boggle,Giant Weasel,2,7,0
Boggle,Kobold,8,1,0
Boggle,Manes,8,1,0
Boggle,Mastiff,5,4,0
Boggle,Monodrone,6,3,0
Boggle,Merfolk,4,5,0
Boggle,Mule,5,4,0
Boggle,Neogi Hatchling,6,3,0
Brontosaurus,Shadow Demon,4,5,0
Brontosaurus,Wereboar,9,0,0
Brontosaurus,Stegosaurus,7,2,0
Brontosaurus,Weretiger,9,0,0
Brontosaurus,Bulette,8,1,0
Brontosaurus,Earth Elemental,2,7,0
Brontosaurus,Flesh Golem,3,6,0
Brontosaurus,Giant Shark,9,0,0
Brontosaurus,Gladiator,4,5,0
Brontosaurus,Giant Crocodile,9,0,0
Brontosaurus,Fire Elemental,5,4,0
Brontosaurus,Hill Giant,6,3,0
Canoloth,Lost Sorrowsworn,9,0,0
Canoloth,Maurezhi,9,0,0
Canoloth,Shadar-kai Shadow Dancer,9,0,0
Canoloth,Shield Guardian,8,1,0
Canoloth,Water Elemental Myrmidon,2,7,0
Canoloth,Assassin,9,0,0
Canoloth,Stone Giant,6,3,0
Canoloth,Young Black Dragon,8,1,0
Canoloth,Young Copper Dragon,9,0,0
Canoloth,Frost Giant,6,3,0
Canoloth,Hydra,5,4,0
Canoloth,Shoosuva,6,3,0
Champion,Frost Giant,4,5,0
Champion,Hydra,6,3,0
Champion,Sword Wraith Commander,3,6,0
Champion,Shoosuva,6,3,0
Champion,Young Bronze Dragon,9,0,0
Champion,Tyrannosaurus Rex,5,4,0
Champion,Bone Devil,0,9,0
Champion,Clay Golem,3,6,0
Champion,Flind,4,5,0
Champion,Fire Giant,1,8,0
Chitine,Star Spawn Grue,9,0,0
Champion,Rot Troll,6,3,0
Champion,Treant,7,2,0
Chitine,Swarm of Bats,5,4,0
Chitine,Swarm of Rats,5,4,0
Chitine,Swarm of Ravens,6,3,0
Chitine,Tortle,6,3,0
Chitine,Violet Fungus,9,0,0
Chitine,Vegepygmy,1,8,0
Chitine,Velociraptor,5,4,0
Chitine,Wolf,9,0,0
Chitine,Zombie,9,0,0
Chitine,Wretched Sorrowsworn,6,3,0
Chitine,Black Bear,5,4,0
Chitine,Ape,5,4,0
Chitine,Cockatrice,3,6,0
Chitine,Crocodile,6,3,0
Chitine,Darkmantle,6,3,0
Chitine,Gazer,5,4,0
Chitine,Giant Sea Horse,8,1,0
Chitine,Giant Wasp,1,8,0
Chitine,Giant Goat,5,4,0
Chitine,Gray Ooze,7,2,0
Chitine,Hobgoblin,8,1,0
Chitine,Gnoll Hunter,4,5,0
Chitine,Gnoll,7,2,0
Choker,Swarm of Beetles,2,7,0
Choker,Swarm of Insects,2,7,0
Choker,Swarm of Centipedes,2,7,0
Choker,Swarm of Rot Grubs,6,3,0
Choker,Swarm of Wasps,3,6,0
Choker,Swarm of Spiders,2,7,0
Chitine,Winged Kobold,2,7,0
Choker,Thug,4,5,0
Choker,Tridrone,2,7,0
Choker,Animated Armor,1,8,0
Choker,Bugbear,3,6,0
Choker,Brass Dragon Wyrmling,6,3,0
Choker,Brown Bear,0,9,0
Choker,Worg,5,4,0
Choker,Warhorse,6,3,0
Choker,Warhorse Skeleton,4,5,0
Choker,Copper Dragon Wyrmling,5,4,0
Choker,Deinonychus,0,9,0
Choker,Faerie Dragon (Orange),9,0,0
Choker,Duergar Soulblade,4,5,0
Choker,Faerie Dragon (Yellow),9,0,0
Choker,Fire Snake,0,9,0
Choker,Faerie Dragon (Red),9,0,0
Choker,Dire Wolf,2,7,0
Choker,Female Steeder,0,9,0
Choker,Ghoul,2,7,0
Choker,Giant Eagle,2,7,0
Choldrith,Swarm of Poisonous Snakes,0,9,0
Choldrith,Wererat,9,0,0
Choldrith,Spined Devil,3,6,0
Choldrith,Tortle Druid,9,0,0
Choldrith,Will-o'-Wisp,0,9,0
Choldrith,Yuan-ti Broodguard,1,8,0
Choldrith,Ankylosaurus,2,7,0
Choldrith,Bearded Devil,2,7,0
Choldrith,Blue Dragon Wyrmling,7,2,0
Choldrith,Displacer Beast,4,5,0
Choldrith,Dolphin Delighter,7,2,0
Choldrith,Githyanki Warrior,2,7,0
Choldrith,Doppelganger,7,2,0
Choldrith,Giant Scorpion,4,5,0
Choldrith,Grell,9,0,0
Choldrith,Gold Dragon Wyrmling,6,3,0
Choldrith,Duergar Screamer,3,6,0
Choldrith,Hobgoblin Captain,5,4,0
Choldrith,Green Hag,9,0,0
Clockwork Iron Cobra,Veteran,2,7,0
Clockwork Iron Cobra,Werewolf,6,3,0
Clockwork Iron Cobra,Black Pudding,0,9,0
Clockwork Iron Cobra,Clockwork Stone Defender,0,9,0
Clockwork Iron Cobra,Dybbuk,1,8,0
Clockwork Iron Cobra,Chuul,0,9,0
Clockwork Iron Cobra,Ettin,0,9,0
Clockwork Iron Cobra,Elephant,0,9,0
Clockwork Iron Cobra,Girallon,0,9,0
Clockwork Iron Cobra,Helmed Horror,0,9,0
Clockwork Iron Cobra,Couatl,0,9,0
Clockwork Iron Cobra,Lizard King,0,9,0
Clockwork Iron Cobra,Lizard Queen,0,9,0
Clockwork Stone Defender,Werewolf,9,0,0
Clockwork Stone Defender,Black Pudding,7,2,0
Clockwork Stone Defender,Chuul,1,8,0
Clockwork Stone Defender,Dybbuk,9,0,0
Clockwork Stone Defender,Ettin,2,7,0
Clockwork Stone Defender,Elephant,6,3,0
Clockwork Stone Defender,Couatl,0,9,0
Clockwork Stone Defender,Helmed Horror,0,9,0
Clockwork Stone Defender,Lizard King,2,7,0
Clockwork Stone Defender,Girallon,5,4,0
Clockwork Stone Defender,Lizard Queen,2,7,0
Clockwork Stone Defender,Merregon,1,8,0
Cranium Rat,Badger,5,4,0
Cranium Rat,Baboon,4,5,0
Cranium Rat,Awakened Shrub,0,9,0
Cranium Rat,Cat,7,2,0
Cranium Rat,Commoner,3,6,0
Cranium Rat,Bat,7,2,0
Cranium Rat,Crab,7,2,0
Cranium Rat,Crawling Claw,4,5,0
Cranium Rat,Frog,9,0,0
Cranium Rat,Eagle,3,6,0
Cranium Rat,Giant Fire Beetle,2,7,0
Cranium Rat,Deer,2,7,0
Cranium Rat,Goat,2,7,0
Cranium Rat,Hawk,5,4,0
Cranium Rat,Jackal,4,5,0
Cranium Rat,Hyena,2,7,0
Cranium Rat,Homunculus,1,8,0
Cranium Rat,Lemure,0,9,0
Cranium Rat,Lizard,7,2,0
Cranium Rat,Myconid Sprout,0,9,0
Cranium Rat,Owl,7,2,0
Cranium Rat,Octopus,4,5,0
Cranium Rat,Quipper,5,4,0
Death Kiss,Rot Troll,3,6,0
Death Kiss,Treant,0,9,0
Death Kiss,Deva,0,9,0
Death Kiss,Froghemoth,1,8,0
Death Kiss,Young Silver Dragon,5,4,0
Death Kiss,Young Blue Dragon,8,1,0
Death Kiss,Stone Golem,0,9,0
Death Kiss,Young Gold Dragon,5,4,0
Deep Rothé,Poisonous Snake,8,1,0
Deep Rothé,Pony,7,2,0
Deep Rothé,Stirge,9,0,0
Deep Rothé,Slaad Tadpole,9,0,0
Deep Rothé,Twig Blight,8,1,0
Deep Rothé,Tribal Warrior,7,2,0
Deep Rothé,Xvart,6,3,0
Deep Rothé,Young Kruthik,6,3,0
Deep Rothé,Blink Dog,6,3,0
Deep Rothé,Acolyte,9,0,0
Deep Rothé,Boar,6,3,0
Deep Rothé,Bullywug,4,5,0
Deep Rothé,Derro,7,2,0
Deep Rothé,Aarakocra,5,4,0
Deep Rothé,Dimetrodon,4,5,0
Deep Rothé,Axe Beak,7,2,0
Deep Rothé,Constrictor Snake,6,3,0
Deep Rothé,Duodrone,5,4,0
Deep Rothé,Draft Horse,2,7,0
Deep Rothé,Flying Sword,3,6,0
Deep Rothé,Giant Badger,5,4,0
Deep Rothé,Giant Centipede,2,7,0
Deep Rothé,Giant Frog,6,3,0
Deep Rothé,Giant Lizard,6,3,0
Deep Rothé,Elk,4,5,0
Deep Rothé,Giant Poisonous Snake,1,8,0
Deep Rothé,Giant Bat,4,5,0
Deep Rothé,Giant Wolf Spider,5,4,0
Deep Rothé,Giant Owl,5,4,0
Deinonychus,Swarm of Spiders,7,2,0
Deinonychus,Swarm of Wasps,7,2,0
Deinonychus,Thug,7,2,0
Deinonychus,Tridrone,2,7,0
Deinonychus,Animated Armor,6,3,0
Deinonychus,Warhorse,7,2,0
Deinonychus,Brass Dragon Wyrmling,6,3,0
Deinonychus,Brown Bear,3,6,0
Deinonychus,Warhorse Skeleton,7,2,0
Deinonychus,Worg,6,3,0
Deinonychus,Bugbear,6,3,0
Deinonychus,Copper Dragon Wyrmling,3,6,0
Deinonychus,Dire Wolf,3,6,0
Deinonychus,Duergar Soulblade,7,2,0
Deinonychus,Faerie Dragon (Orange),9,0,0
Deinonychus,Faerie Dragon (Red),9,0,0
Deinonychus,Faerie Dragon (Yellow),9,0,0
Deinonychus,Ghoul,6,3,0
Deinonychus,Fire Snake,7,2,0
Deinonychus,Female Steeder,2,7,0
Deinonychus,Giant Eagle,4,5,0
Deinonychus,Giant Octopus,8,1,0
Deinonychus,Giant Spider,8,1,0
Derro,Pony,1,8,0
Derro,Slaad Tadpole,5,4,0
Derro,Stirge,5,4,0
Derro,Tribal Warrior,0,9,0
Derro,Twig Blight,6,3,0
Derro,Xvart,7,2,0
Derro,Young Kruthik,2,7,0
Derro,Aarakocra,4,5,0
Derro,Blink Dog,1,8,0
Derro,Acolyte,9,0,0
Derro,Axe Beak,0,9,0
Derro,Boar,2,7,0
Derro,Bullywug,2,7,0
Derro,Constrictor Snake,1,8,0
Derro,Dimetrodon,0,9,0
Derro,Draft Horse,0,9,0
Derro,Duodrone,0,9,0
Derro,Giant Badger,1,8,0
Derro,Flying Sword,0,9,0
Derro,Giant Centipede,3,6,0
Derro,Elk,1,8,0
Derro,Giant Bat,1,8,0
Derro,Giant Frog,1,8,0
Derro,Giant Lizard,0,9,0
Derro,Giant Poisonous Snake,0,9,0
Derro,Giant Owl,0,9,0
Derro,Giant Wolf Spider,1,8,0
Derro,Gnoll Witherling,0,9,0
Dimetrodon,Slaad Tadpole,8,1,0
Dimetrodon,Stirge,8,1,0
Dimetrodon,Tribal Warrior,6,3,0
Dimetrodon,Twig Blight,9,0,0
Dimetrodon,Young Kruthik,7,2,0
Dimetrodon,Xvart,8,1,0
Dimetrodon,Blink Dog,8,1,0
Dimetrodon,Aarakocra,9,0,0
Dimetrodon,Acolyte,9,0,0
Dimetrodon,Boar,7,2,0
Dimetrodon,Bullywug,6,3,0
Dimetrodon,Axe Beak,7,2,0
Dimetrodon,Draft Horse,4,5,0
Dimetrodon,Duodrone,5,4,0
Dimetrodon,Constrictor Snake,8,1,0
Dimetrodon,Giant Badger,4,5,0
Dimetrodon,Flying Sword,2,7,0
Dimetrodon,Giant Centipede,7,2,0
Dimetrodon,Giant Frog,8,1,0
Dimetrodon,Giant Lizard,7,2,0
Dimetrodon,Giant Bat,7,2,0
Dimetrodon,Elk,6,3,0
Dimetrodon,Giant Poisonous Snake,3,6,0
Dimetrodon,Giant Owl,6,3,0
Dimetrodon,Gnoll Witherling,8,1,0
Dimetrodon,Goblin,6,3,0
Dimetrodon,Giant Wolf Spider,3,6,0
Dolphin,Owl,9,0,0
Dolphin,Quipper,9,0,0
Dolphin,Rat,9,0,0
Dolphin,Scorpion,8,1,0
Dolphin,Sacred Statue,0,9,0
Dolphin,Raven,9,0,0
Dolphin,Spider,9,0,0
Dolphin,Sea Horse,9,0,0
Dolphin,Weasel,9,0,0
Dolphin,Shrieker,2,7,0
Dolphin,Vulture,9,0,0
Dolphin,Bandit,6,3,0
Dolphin,Blood Hawk,7,2,0
Dolphin,Giant Crab,3,6,0
Dolphin,Giant Rat,6,3,0
Dolphin,Flying Snake,2,7,0
Dolphin,Camel,5,4,0
Dolphin,Guard,2,7,0
Dolphin,Giant Weasel,3,6,0
Dolphin,Kobold,7,2,0
Dolphin,Merfolk,4,5,0
Dolphin,Manes,7,2,0
Dolphin,Monodrone,7,2,0
Dolphin,Neogi Hatchling,6,3,0
Dolphin,Poisonous Snake,8,1,0
Dolphin,Mule,5,4,0
Dolphin,Mastiff,4,5,0
Dolphin Delighter,Will-o'-Wisp,5,4,0
Dolphin,Pony,1,8,0
Dolphin Delighter,Yuan-ti Broodguard,1,8,0
Dolphin Delighter,Bearded Devil,1,8,0
Dolphin Delighter,Blue Dragon Wyrmling,5,4,0
Dolphin Delighter,Ankylosaurus,0,9,0
Dolphin Delighter,Duergar Screamer,5,4,0
Dolphin Delighter,Githyanki Warrior,0,9,0
Dolphin Delighter,Doppelganger,6,3,0
Dolphin Delighter,Displacer Beast,0,9,0
Dolphin Delighter,Giant Scorpion,0,9,0
Dolphin Delighter,Grell,7,2,0
Dolphin Delighter,Killer Whale,0,9,0
Dolphin Delighter,Gold Dragon Wyrmling,3,6,0
Dolphin Delighter,Hobgoblin Captain,1,8,0
Dolphin Delighter,Hook Horror,0,9,0
Dolphin Delighter,Kuo-toa Monitor,1,8,0
Dolphin Delighter,Green Hag,4,5,0
Duergar Hammerer,Ankheg,2,7,0
Duergar Hammerer,Awakened Tree,1,8,0
Duergar Hammerer,Azer,3,6,0
Duergar Hammerer,Berserker,2,7,0
Duergar Hammerer,Bronze Dragon Wyrmling,7,2,0
Duergar Hammerer,Black Dragon Wyrmling,8,1,0
Duergar Hammerer,Carrion Crawler,7,2,0
Duergar Hammerer,Cave Bear,1,8,0
Duergar Hammerer,Centaur,4,5,0
Duergar Hammerer,Duergar Kavalrachni,7,2,0
Duergar Hammerer,Duergar Stone Guard,5,4,0
Duergar Hammerer,Gargoyle,4,5,0
Duergar Hammerer,Giant Boar,8,1,0
Duergar Hammerer,Giant Constrictor Snake,5,4,0
Duergar Kavalrachni,Azer,1,8,0
Duergar Kavalrachni,Awakened Tree,0,9,0
Duergar Kavalrachni,Berserker,3,6,0
Duergar Kavalrachni,Bronze Dragon Wyrmling,5,4,0
Duergar Kavalrachni,Black Dragon Wyrmling,7,2,0
Duergar Hammerer,Giant Elk,4,5,0
Duergar Kavalrachni,Carrion Crawler,3,6,0
Duergar Kavalrachni,Cave Bear,0,9,0
Duergar Kavalrachni,Duergar Stone Guard,1,8,0
Duergar Kavalrachni,Centaur,1,8,0
Duergar Kavalrachni,Gargoyle,0,9,0
Duergar Kavalrachni,Githzerai Monk,1,8,0
Duergar Kavalrachni,Giant Boar,5,4,0
Duergar Kavalrachni,Giant Constrictor Snake,2,7,0
Duergar Kavalrachni,Giant Elk,3,6,0
Duergar Screamer,Yuan-ti Broodguard,2,7,0
Duergar Screamer,Ankylosaurus,0,9,0
Duergar Screamer,Bearded Devil,0,9,0
Duergar Screamer,Blue Dragon Wyrmling,4,5,0
Duergar Screamer,Doppelganger,5,4,0
Duergar Screamer,Githyanki Warrior,0,9,0
Duergar Screamer,Displacer Beast,0,9,0
Duergar Screamer,Giant Scorpion,0,9,0
Duergar Screamer,Gold Dragon Wyrmling,1,8,0
Duergar Screamer,Grell,2,7,0
Duergar Screamer,Hobgoblin Captain,4,5,0
Duergar Screamer,Hook Horror,0,9,0
Duergar Screamer,Killer Whale,0,9,0
Duergar Screamer,Kuo-toa Monitor,1,8,0
Duergar Soulblade,Warhorse,3,6,0
Duergar Soulblade,Warhorse Skeleton,2,7,0
Duergar Soulblade,Animated Armor,1,8,0
Duergar Soulblade,Worg,1,8,0
Duergar Soulblade,Brown Bear,0,9,0
Duergar Soulblade,Brass Dragon Wyrmling,5,4,0
Duergar Soulblade,Copper Dragon Wyrmling,4,5,0
Duergar Soulblade,Bugbear,5,4,0
Duergar Soulblade,Dire Wolf,0,9,0
Duergar Soulblade,Faerie Dragon (Orange),9,0,0
Duergar Soulblade,Faerie Dragon (Red),9,0,0
Duergar Soulblade,Faerie Dragon (Yellow),9,0,0
Duergar Soulblade,Fire Snake,4,5,0
Duergar Soulblade,Ghoul,0,9,0
Duergar Soulblade,Female Steeder,3,6,0
Duergar Soulblade,Giant Octopus,1,8,0
Duergar Screamer,Green Hag,8,1,0
Duergar Soulblade,Giant Eagle,2,7,0
Duergar Soulblade,Giant Toad,4,5,0
Duergar Soulblade,Giant Vulture,6,3,0
Duergar Soulblade,Goblin Boss,5,4,0
Duergar Stone Guard,Azer,1,8,0
Duergar Soulblade,Gnoll Flesh Gnawer,4,5,0
Duergar Soulblade,Giant Spider,6,3,0
Duergar Stone Guard,Berserker,3,6,0
Duergar Stone Guard,Bronze Dragon Wyrmling,7,2,0
Duergar Stone Guard,Black Dragon Wyrmling,7,2,0
Duergar Stone Guard,Carrion Crawler,4,5,0
Duergar Stone Guard,Cave Bear,4,5,0
Duergar Screamer,Manticore,0,9,0
Duergar Stone Guard,Centaur,4,5,0
Duergar Stone Guard,Gargoyle,4,5,0
Duergar Stone Guard,Giant Boar,6,3,0
Duergar Stone Guard,Githzerai Monk,3,6,0
Duergar Stone Guard,Giant Constrictor Snake,4,5,0
Duergar Warlord,Vampire Spawn,0,9,0
Duergar Warlord,Werebear,1,8,0
Duergar Warlord,Wraith,0,9,0
Duergar Warlord,Wood Woad,0,9,0
Duergar Warlord,Xorn,0,9,0
Duergar Warlord,Young Remorhaz,2,7,0
Duergar Stone Guard,Giant Elk,6,3,0
Duergar Warlord,Cyclops,0,9,0
Duergar Warlord,Galeb Duhr,1,8,0
Duergar Warlord,Invisible Stalker,0,9,0
Duergar Warlord,White Abishai,0,9,0
Duergar Warlord,Mammoth,0,9,0
Duergar Warlord,Mouth of Grolantor,1,8,0
Duergar Warlord,Young Brass Dragon,0,9,0
Duergar Warlord,Wyvern,0,9,0
Dybbuk,Black Pudding,2,7,0
Dybbuk,Chuul,1,8,0
Dybbuk,Couatl,1,8,0
Dybbuk,Ettin,0,9,0
Dybbuk,Elephant,4,5,0
Dybbuk,Helmed Horror,0,9,0
Dybbuk,Girallon,0,9,0
Dybbuk,Lizard King,1,8,0
Dybbuk,Lizard Queen,1,8,0
Dybbuk,Merregon,2,7,0
Dybbuk,Orc War Chief,6,3,0
Dybbuk,Ogre Battering Ram,2,7,0
Earth Elemental Myrmidon,White Abishai,9,0,0
Earth Elemental Myrmidon,Wyvern,9,0,0
Earth Elemental Myrmidon,Blue Slaad,2,7,0
Earth Elemental Myrmidon,Young Brass Dragon,8,1,0
Earth Elemental Myrmidon,Mouth of Grolantor,9,0,0
Earth Elemental Myrmidon,Fire Elemental Myrmidon,3,6,0
Earth Elemental Myrmidon,Grick Alpha,8,1,0
Earth Elemental Myrmidon,Maurezhi,9,0,0
Earth Elemental Myrmidon,Lost Sorrowsworn,9,0,0
Earth Elemental Myrmidon,Shadar-kai Shadow Dancer,9,0,0
Earth Elemental Myrmidon,Giant Ape,3,6,0
Earth Elemental Myrmidon,Shield Guardian,0,9,0
Earth Elemental Myrmidon,Water Elemental Myrmidon,0,9,0
Earth Elemental Myrmidon,Stone Giant,4,5,0
Earth Elemental Myrmidon,Young Copper Dragon,8,1,0
Earth Elemental Myrmidon,Young Black Dragon,5,4,0
Female Steeder,Animated Armor,2,7,0
Female Steeder,Bugbear,8,1,0
Female Steeder,Brass Dragon Wyrmling,8,1,0
Female Steeder,Brown Bear,4,5,0
Female Steeder,Copper Dragon Wyrmling,7,2,0
Female Steeder,Faerie Dragon (Orange),9,0,0
Female Steeder,Faerie Dragon (Red),9,0,0
Female Steeder,Dire Wolf,4,5,0
Female Steeder,Fire Snake,8,1,0
Female Steeder,Faerie Dragon (Yellow),9,0,0
Female Steeder,Ghoul,3,6,0
Female Steeder,Giant Toad,9,0,0
Female Steeder,Giant Eagle,9,0,0
Female Steeder,Giant Octopus,7,2,0
Female Steeder,Giant Vulture,9,0,0
Female Steeder,Giant Spider,8,1,0
Female Steeder,Gnoll Flesh Gnawer,6,3,0
Female Steeder,Goblin Boss,8,1,0
Female Steeder,Half-Ogre (Ogrillon),6,3,0
Female Steeder,Hippogriff,6,3,0
Fire Elemental Myrmidon,White Abishai,8,1,0
Fire Elemental Myrmidon,Wyvern,9,0,0
Fire Elemental Myrmidon,Mouth of Grolantor,9,0,0
Fire Elemental Myrmidon,Blue Slaad,1,8,0
Fire Elemental Myrmidon,Young Brass Dragon,8,1,0
Fire Elemental Myrmidon,Lost Sorrowsworn,9,0,0
Fire Elemental Myrmidon,Maurezhi,9,0,0
Fire Elemental Myrmidon,Giant Ape,5,4,0
Fire Elemental Myrmidon,Grick Alpha,8,1,0
Fire Elemental Myrmidon,Shadar-kai Shadow Dancer,9,0,0
Fire Elemental Myrmidon,Shield Guardian,0,9,0
Fire Elemental Myrmidon,Water Elemental Myrmidon,0,9,0
Fire Elemental Myrmidon,Stone Giant,4,5,0
Fire Elemental Myrmidon,Young Black Dragon,4,5,0
Fire Elemental Myrmidon,Young Copper Dragon,7,2,0
Fire Giant Dreadnought,Death Tyrant,0,9,0
Fire Giant Dreadnought,Adult Copper Dragon,4,5,0
Fire Giant Dreadnought,Adult Black Dragon,4,5,0
Fire Giant Dreadnought,Adult Bronze Dragon,2,7,0
Fire Giant Dreadnought,Purple Worm,6,3,0
Fire Giant Dreadnought,Adult Blue Dragon,2,7,0
Fire Giant Dreadnought,Adult Silver Dragon,4,5,0
Flind,Shoosuva,9,0,0
Flind,Sword Wraith Commander,6,3,0
Flind,Tyrannosaurus Rex,8,1,0
Flind,Bone Devil,3,6,0
Flind,Young Bronze Dragon,8,1,0
Flind,Clay Golem,3,6,0
Flind,Fire Giant,4,5,0
Flind,Rot Troll,8,1,0
Flind,Treant,5,4,0
Flind,Young Blue Dragon,9,0,0
Flind,Young Silver Dragon,9,0,0
Froghemoth,Rot Troll,8,1,0
Froghemoth,Treant,8,1,0
Froghemoth,Deva,9,0,0
Froghemoth,Young Blue Dragon,9,0,0
Froghemoth,Young Silver Dragon,9,0,0
Froghemoth,Stone Golem,3,6,0
Frost Giant Everlasting One,Hungry Sorrowsworn,9,0,0
Froghemoth,Young Gold Dragon,9,0,0
Frost Giant Everlasting One,Spirit Troll,0,9,0
Frost Giant Everlasting One,Roc,9,0,0
Frost Giant Everlasting One,Gray Render,9,0,0
Frost Giant Everlasting One,Warlord,8,1,0
Frost Giant Everlasting One,Adult Brass Dragon,7,2,0
Frost Giant Everlasting One,Beholder,0,9,0
Gazer,Winged Kobold,9,0,0
Gazer,Violet Fungus,7,2,0
Gazer,Wolf,9,0,0
Gazer,Wretched Sorrowsworn,5,4,0
Gazer,Zombie,8,1,0
Gazer,Cockatrice,7,2,0
Gazer,Ape,5,4,0
Gazer,Black Bear,4,5,0
Gazer,Darkmantle,5,4,0
Gazer,Crocodile,9,0,0
Gazer,Gray Ooze,0,9,0
Gazer,Giant Sea Horse,9,0,0
Gazer,Giant Wasp,4,5,0
Gazer,Hobgoblin,9,0,0
Gazer,Giant Goat,4,5,0
Gazer,Gnoll Hunter,5,4,0
Gazer,Gnoll,8,1,0
Gazer,Orc,6,3,0
Gazer,Piercer,9,0,0
Gazer,Lizardfolk,7,2,0
Girallon,Black Pudding,0,9,0
Girallon,Chuul,3,6,0
Girallon,Ettin,4,5,0
Girallon,Helmed Horror,0,9,0
Girallon,Elephant,5,4,0
Girallon,Lizard King,2,7,0
Girallon,Lizard Queen,2,7,0
Girallon,Merregon,3,6,0
Girallon,Couatl,0,9,0
Girallon,Orc War Chief,8,1,0
Girallon,Shadow Demon,4,5,0
Girallon,Stegosaurus,3,6,0
Girallon,Ogre Battering Ram,3,6,0
Gnoll Flesh Gnawer,Faerie Dragon (Orange),9,0,0
Gnoll Flesh Gnawer,Faerie Dragon (Red),9,0,0
Gnoll Flesh Gnawer,Ghoul,6,3,0
Gnoll Flesh Gnawer,Faerie Dragon (Yellow),9,0,0
Gnoll Flesh Gnawer,Fire Snake,5,4,0
Gnoll Flesh Gnawer,Giant Toad,4,5,0
Gnoll Flesh Gnawer,Giant Octopus,7,2,0
Gnoll Flesh Gnawer,Giant Vulture,6,3,0
Gnoll Flesh Gnawer,Giant Eagle,3,6,0
Gnoll Flesh Gnawer,Goblin Boss,4,5,0
Gnoll Flesh Gnawer,Half-Ogre (Ogrillon),4,5,0
Gnoll Flesh Gnawer,Giant Spider,7,2,0
